,comment,vid,postdate,vrate,likeCount
723,هيه ده الحلقه الكام والموسم الكام حد بليز ياجماعه يقولي,ZMNI8ZjjXVA,2020-02-17T15:19:13.000Z,none,0
724,احلى مسرحيه فى العالم,IrBY1gbvaWY,2020-02-17T15:12:10.000Z,none,0
725,أسفه كثير,2DD1jW1Ina0,2020-02-17T15:12:00.000Z,none,0
726,حسبى الله ونعم الوكيل هما دول سبب ضياع الامه,vOh7FtzLj-M,2020-02-17T15:11:38.000Z,none,0
727,"مستهين ؟ 
احنا اضعف فرقه ف ال٨ 
انت بتقول ايه 
انت مشفتش مستوى الاهلى ف افريقيا مستوى النجم الساحلى مشتوى الرجاء على اى اساس بتقول اازمالك اقل واحد فيهم",8qAM0QgnmCs,2020-02-17T15:10:26.000Z,none,1
728,معاك الف حق يا هاني والله انت انسان محترم,mg_nFaZsKZM,2020-02-17T15:10:00.000Z,none,0
729,من تونس يا سلاممممممم واو,vOh7FtzLj-M,2020-02-17T15:09:48.000Z,none,0
730,صوفصطائ غشيم,D3ICe0ymlAA,2020-02-17T15:01:44.000Z,none,0
731,سيناريو مصنوع والله أعلم على كل حال لعنة الله عليه وعلى عمرو اديب,lEyRA06WzXM,2020-02-17T15:01:20.000Z,none,0
732,اعملوا اشتراك للقناه بتاعي كمان شويه هينزل الفيلم الذي تنبأ بفيروس كوروناا سنه ٢٠١١,EN9j_Ssnu_o,2020-02-17T14:59:55.000Z,none,0
733,ادا انتم لم تحكموا المربوط. فلا داعي لتكلم عن السايب,mg_nFaZsKZM,2020-02-17T14:58:46.000Z,none,0
734,اية القرف دة,vOh7FtzLj-M,2020-02-17T14:56:11.000Z,none,0
735,يبدو كمال وشاكوش غير مسنودين.. محمد رمضان المافيا ماوضعه؟,Vf6H7PSxjFg,2020-02-17T14:54:19.000Z,none,2
736,كونترول على اليوتيوب .. أصبحت قديم الطراز يا فنان,mg_nFaZsKZM,2020-02-17T14:51:00.000Z,none,0
737,ماتش اعتزالك يا شاكوش هههههههههه,GcNr7hUZTm8,2020-02-17T14:45:24.000Z,none,1
738,حرام عمر كمال,Vf6H7PSxjFg,2020-02-17T14:44:45.000Z,none,0
739,غلطتك يا عمر انك صاحبت سرسجيه,mayyFofckUE,2020-02-17T14:44:33.000Z,none,0
740,غلطتك يا عمر انك صاحبت سرسجيه,kVZ2PDIb5Ww,2020-02-17T14:43:48.000Z,none,0
741,على كده قدام مرايتها مش فى البوم,N1K8GJo9jxM,2020-02-17T14:39:21.000Z,none,0
742,خريط,vOh7FtzLj-M,2020-02-17T14:35:28.000Z,none,0
743,ايه القرف ده,vOh7FtzLj-M,2020-02-17T14:31:39.000Z,none,0
744,ايه القرف ده,vOh7FtzLj-M,2020-02-17T14:28:34.000Z,none,0
745,انا مراتو الحلوه 🤣😅,T3SqJWBmvmY,2020-02-17T14:28:07.000Z,none,1
746,زينة روعة,DCNUfEe-NpE,2020-02-17T14:21:57.000Z,none,0
747,مطرب شعبي اغنيه روعه,vOh7FtzLj-M,2020-02-17T14:06:55.000Z,none,0
748,يا عمي طز في محمد خربان انتو عاملين ليه قيمه لواحد كلب . زي دا,mg_nFaZsKZM,2020-02-17T14:06:42.000Z,none,1
749,كلامه صحيح  هوه شجابنه علشرب والدخان غير خيانة النساء...,Vf6H7PSxjFg,2020-02-17T14:04:55.000Z,none,0
750,اسم المسرحيه بليز,ZMNI8ZjjXVA,2020-02-17T14:03:03.000Z,none,1
751,"يعني ايه
كورنا مصر
محمد رمضان ممكن يغني تاني ومين اللي هايتصدرله  نقيب الممثلين عشان مراتو بتمثل مع محمد رمضان
كتكم داهيه ماليتو البلد باصوتكم المقرفه",mg_nFaZsKZM,2020-02-17T13:59:20.000Z,none,2
752,اليمين يمين الله ولا يجوز حتى لو تمثيل أن نحلف به كذبا لأن انقي شي خلق على وجه الارض الحلف بالله والله أعظم من أن نحلف به كذبا من أجل التمثيل اوغايات اخري,vIKGFs2Ay10,2020-02-17T13:55:44.000Z,none,0
753,مصر ام الدنيا كما تدين تدان,W14JSN-nq2w,2020-02-17T13:52:07.000Z,none,0
754,صوت خطير لمتافق يضغط لايك,vOh7FtzLj-M,2020-02-17T13:50:19.000Z,none,0
755,يازلمه شعب مصر تعبان روحو شوفو الحشيش في الفنادق ومصر كلها جاين علي كلمه,Vf6H7PSxjFg,2020-02-17T13:49:34.000Z,none,0
756,حرام عليكم بلاش تخلطو الدين بالمسخره دي,vOh7FtzLj-M,2020-02-17T13:44:59.000Z,none,0
757,بيحاسبوا عمر ليه عمره ما غنا لفظ خارج وبعدين هو ما قلش الجمله دي الي قالها شاكوش ده هو الي يتحاسب,Vf6H7PSxjFg,2020-02-17T13:43:44.000Z,none,0
758,الله عليك يا فؤش,DUbBPyPVOXU,2020-02-17T13:42:10.000Z,none,2
759,اعوذ بالله السميع العليم من الشيطان الرجيم,vOh7FtzLj-M,2020-02-17T13:41:16.000Z,none,0
760,"كانها حفلة سحرة او زار
ياستار",vOh7FtzLj-M,2020-02-17T13:39:53.000Z,none,0
761,الألوهية والمثيرة التي كتبها عبد اللطيف الشهيد وربط على قلب,H8qYCY9N6uo,2020-02-17T13:35:38.000Z,none,0
762,العرمة عمرو كلاب,6wYqmlA0go8,2020-02-17T13:34:34.000Z,none,0
763,❤😍,vOh7FtzLj-M,2020-02-17T13:34:24.000Z,none,0
764,نقابه معرصه ووسطه ووساخه مبجيش الا ع الغلابه,mg_nFaZsKZM,2020-02-17T13:34:11.000Z,none,1
765,فرق كبير بين عم شكلك فنان كبير واشرف عبد الباقي لللى مالوش فى الكوميديا خالص,YTS0ElAyOlY,2020-02-17T13:30:46.000Z,none,0
766,إد الحلوه دي انا عيزه تعملو لي لايك على شان شوف محبتي إلكو,WkrERNWC470,2020-02-17T13:30:34.000Z,none,0
767,اللللههه عليههه😭❤❤🔥,5LLP-KMlaI0,2020-02-17T13:27:15.000Z,none,0
768,صوته روعه😍💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛💛,zYqcOpSQ69s,2020-02-17T13:16:31.000Z,none,1
769,https://www.youtube.com/channel/UCj_Kx9JFcHZWI_x1MFuO7Cw اشتركو بقناتي وياريت تساعدونا,vOh7FtzLj-M,2020-02-17T13:16:26.000Z,none,0
770,غنى يابنى غنى سيبك من التصريح الناس اللى بتسمعكم وبتحبكم هى اللى بتسرحلكم ماهو منع بيكا واهو بيغنى وبيعمل اعلانات كمان ومالى الدنيا غنى..اصلا دى عالم محروقه من الغل والغيره..عالم بس بتدعى الفضيله,Vf6H7PSxjFg,2020-02-17T13:16:23.000Z,none,0
771,هى الناس دى مش ممنوعه من النقابه ليه جايبينهم وبتشغلوا الاغنيه للناس إلى ماسمعتاش تانى مش انتم مع أو ضد,Vf6H7PSxjFg,2020-02-17T13:14:13.000Z,none,0
772,نحمي ولادنا😂😂😂😂محسسني انه بيغني امداح نبوية,mg_nFaZsKZM,2020-02-17T13:13:25.000Z,none,3
773,😂😂😂😂,fIGoqzz1INM,2020-02-17T13:10:59.000Z,none,0
774,هاني شاكر انت  غيرااااااااااان منهم عشان ليهم معجبين اكتررر انتو مش عاوزين تفهمواا اني ايمهم دي للاسف احنااا شعب مبيحبش ل غيرو الخيررر  😏😏,Vf6H7PSxjFg,2020-02-17T13:07:57.000Z,none,3
775,يعني باختصار مطربين بلطجيه واللي بيجيبهم بلطجيه بما ان فيها تهديدات واستناك على الدائري بجد قرار صائب اه اصل اغاني المهرجانات دي حاجه تلوث سمعي بحت,Vf6H7PSxjFg,2020-02-17T13:03:52.000Z,none,0
776,لاموري في زوري.. 2020.وقبل رمضان بشهرين♥️♥️😂😂😂... كل عام وانتم بخير,1JiBIFdSFHs,2020-02-17T13:00:33.000Z,none,0
777,متتتتتت,3V37A2THWqg,2020-02-17T12:51:51.000Z,none,0
778,جيبي,vOh7FtzLj-M,2020-02-17T12:46:57.000Z,none,0
779,يا ابو الجيران,vOh7FtzLj-M,2020-02-17T12:42:23.000Z,none,0
780,كل واحد مش عايز يشتغل شغل عدل وليه قيمه يروح يعمل نفسه مغنى,Vf6H7PSxjFg,2020-02-17T12:39:53.000Z,none,0
781,So stupid,vOh7FtzLj-M,2020-02-17T12:36:41.000Z,none,0
782,احنا في ضهرك يعمر,Vf6H7PSxjFg,2020-02-17T12:34:49.000Z,none,1
783,دي ضريبة النجاح مش اكتر,Vf6H7PSxjFg,2020-02-17T12:34:28.000Z,none,0
784,دي مش اغنية ده فرح بلدي في الدرب الأحمر .. ربنا يرحمنا من الأشكال دي,vOh7FtzLj-M,2020-02-17T12:34:28.000Z,none,0
785,نصابه وحراميي خليها تسرقكم ...يوما ما سكتوا عنها وسكت عن الكلب اللي معاها ...خليهم يسرقوكم وينصبوا عليكم......مشان تسكتوا عن الغلط,vOh7FtzLj-M,2020-02-17T12:31:49.000Z,none,0
786,الست الصينيه اللي كان عندها كورونا  دخلت في مصر من ٢١ يناير  وقعدت ١١ يوم تدخل مطاعم في مصر وتركب مواصلات وكانت بتشتغل في سيتي ستار وبعدين ماكتشفوش المرض بتاعها الا لما سافرت بلدها الصين في المطار هناك اكتشفوا وبلغوا السلطات المصرية والله اعلم كام واحد اتعدي خلال الايام ده. ربنا يحفظ مصر,EN9j_Ssnu_o,2020-02-17T12:31:08.000Z,none,0
787,بغض النظر عن اغاني الهرجنات وكده . بس لو حد فاكر محرم فواد قال ايه علي هاني شاكر…  قال انه ينفع يغني اغاني اطفال بس .. يعني انت في ناس اهي مكنتش عاجبها  .,Vf6H7PSxjFg,2020-02-17T12:30:52.000Z,none,0
788,هاني شاكر ده خول راحت عليه غار منهم ومن نجاحهم ف قال يوقفهم بلد بنت وسخه مش بتيجي غير ع الغلابه ماللي مش عاجبه مايسمعش ايه القرررررف ده,Vf6H7PSxjFg,2020-02-17T12:25:19.000Z,none,0
789,حبيبى يشكوش❤❤❤,vOh7FtzLj-M,2020-02-17T12:21:48.000Z,none,1
790,حسبى الله ونعم الوكيل فى أشكالهم الوسخه,vOh7FtzLj-M,2020-02-17T12:17:46.000Z,none,0
791,اللهم ارحمهم رحمه واسعه وارحم أموالنا جميعا,wOWiHeIZai4,2020-02-17T12:15:51.000Z,none,1
792,هاني شاكر غيران عشان مع تاريخة الطويل عمره ماجاب المشاهدات الي جابوها😂,mayyFofckUE,2020-02-17T12:14:43.000Z,none,0
793,عمرو اديب هو بياكل بالشمال😒😒,pdAw8AGlQHg,2020-02-17T12:08:04.000Z,none,0
794,شبه صوت محمد فؤاد,DUbBPyPVOXU,2020-02-17T11:53:39.000Z,none,1
795,تفي عاهيك فن اذا هيك رح يعمل بلوحد ننشوف لوين دتوصلي بهل فن ولطرب,lmNNjAGjQaU,2020-02-17T11:52:48.000Z,none,0
796,"ليشَ الشعبَ المصري صايرَ عنصريَ وطبقيَ كذا !!!! 
لو هالمغنيَ كان غنيَ وولد ناسَ أغنياء والله ما كانتَ تعليقاتكمَ بتكون كذا !! 
كمية عنصريةَ وطبقيةَ 👎👎👎 والقهر في ناَس تتهمهَ بالحشيشَ والمخدراتَ 💔 يعني انتو تعرفونهَ بشكل شخصي علشان تقولوَ عنه كذا !!!!! 
انيَ مانيَ مصريةَ ولا انيَ فاهمةَ اغلب الكلماتَ. بس والله الأغنية حلو والمغنيَ صوته حلوَ 💛  ..",vOh7FtzLj-M,2020-02-17T11:52:15.000Z,none,0
797,راحت عليكو يا عم ومحمد رمضان لحئكو,Vf6H7PSxjFg,2020-02-17T11:51:10.000Z,none,1
798,"📲*00212.679.620.248* *Whatapps*📲
أقــدم لــكـــم رقــم الــدكــتــور👨‍⚕️ الـمــخــتــص الــلــي سـاعـدنـــي فــي عــلاج مــشــكــلــتــي😄 لــصــغــر الــقــضــيــب
ضــعــف الإنــتــصــاب✅ الــقــذف الــســريــع ✅ الــبــرود الــجــنــســي ☑الـمـنـتـجـات مــتــوفــرة فــقــط بــالــســعــوديــة🇸🇦 وقـطـر🇶🇦 والإمــارات🇦🇪 والــعــراق🇮🇶 ولـبـنـان🇱🇧 والأردن🇯🇴 والـكـويـت🇰🇼 والــبــحــريــن🇧🇭 وسـلـطـنـة عــمــان🇴🇲
لا تــتــردد فــي طــلــبــهــا📲*00212679620248* *Whatapps*📲الدفع عند الاستلام🤝",_hxZsksCXCo,2020-02-17T11:50:40.000Z,none,0
799,تركت اخرت ومشيت ورا الدنيا,lmNNjAGjQaU,2020-02-17T11:50:34.000Z,none,1
800,ههههه مش لابس شراب .... صوت خرا وخلقة عصام الحضرى ههههههه,vOh7FtzLj-M,2020-02-17T11:48:39.000Z,none,0
801,"https://m.youtube.com/watch?v=OLFaKibZ_kU&t=101s هذا نظام الصيام المتقطع بالتفصيل 
يارب يفيدكوا 👍👍👍",q04O5R4Cozs,2020-02-17T11:46:34.000Z,none,0
802,لأن من أمن العقوبة أساء الأدب,mg_nFaZsKZM,2020-02-17T11:44:42.000Z,none,0
803,المفروض ترجعو لى بلدو اولأ ثانيا متدخلوش صينى مصر وترجعوهم بلدهم  وكل واحد يرجع على بلده حتى يخف الزحمه بدل ما هما مغلين الحاجه علينا وموجدين على الفاضى,EN9j_Ssnu_o,2020-02-17T11:38:36.000Z,none,0
804,ارجوكم اعتبروني من مغنين المهرجنات او بهلس زي اي حد واهتمو بيا واعملو عني نفس الضجه ومش عني بس لا وعن كل الشباب الي زي انا عاطل عاطل ومش لاقي شغل ولا حتي لاقي اي حاجه اهتمو بيا ونا ممكن اغنلكم شقلطوني ف بحر بيره او مافيا عادي,mg_nFaZsKZM,2020-02-17T11:36:51.000Z,none,0
805,من زمان والممنوع والهابط موجود خصوصا أفلام السبعينات.تستحي تراها حتى مع زوجك.اما رمضان هو اتغر من كثره المال.,mg_nFaZsKZM,2020-02-17T11:33:32.000Z,none,4
806,خرااا عالنقابة وكل من هو عدو نجاح شباب مكافح,Vf6H7PSxjFg,2020-02-17T11:30:18.000Z,none,2
807,الجن,vOh7FtzLj-M,2020-02-17T11:29:49.000Z,none,0
808,حسبنا الله ونعم الوكيل فيك يا هانى يا شاكر,zYqcOpSQ69s,2020-02-17T11:28:36.000Z,none,0
809,سيبو النقابه تشوف شغلها,Vf6H7PSxjFg,2020-02-17T11:28:17.000Z,none,0
810,"ناس تطلع تقول عشان واخد فلوس هاني شاكر عايز ياخد منه شويه فلوس وناس تقولك حقد فنانين عليه ده علي أساس هاني شاكر ناقص فلوس علي الي عنده عشان يبص لده وعلي أساس عمرو دياب وتامر وحماقي وغيرهم حيغيرو من دول 
اي كلام بيتقال وخلاص زي المهرجانات اي كلام بيتقال بردو 
وناس تقول احنا في ٢٠٢٠ سيبوهم . 
سبوهم عشان العيال الي عندها ١٢ سنه تشرب مخدرات وعشان عيال صغيره تهزر باسلاح ويموتو بعض بسب الي بيسمعوه في المهرجانات ولما حد يموتلو عيل او اخ لأقدر الله بسبب القرف ده وبسبب الي بيسمعه من المقرفين دول ينعل المهرجانات علي اليوم فيه .
وناس تقول ماهو السينما فيها خمره وحشيش طول عمرها بس كان بيحصل الي بيحصل دلوقتي لا طبعا 
وناس تقول محمد رمضان علي أساس محمد رمضان متهاجمش بسبب أفلام البلطجه بتاعتو 
سيبو كل واحد يشوف شغله بلاش كلها تبقي مفكره نفسها مولوده في استوديو واخره يغني في الحمام 
سيبو الناس يشوفو شغلهم ممكن يكون منع المهرجانات بدايه لمنع حاجات كتيره اوي في السينما ومنع حاجات كتيره غلط تانيه غير المهرجانات بتحصل .
مش لازم ثقافه هيه جات عليهم مش لازم تخرب خالص من كل نحيه وبعدين الي وراه حاجه يروح يعملها الي وراه مذاكره يروح زي الشاطر بدل ماهو عمال يدافع عن المهرجانات وفي الآخر لما يسقط مش حيعرف حتي يشتغل طبال 
ولا عادي ماهو ممكن يكون طموح الي بيسمعوهم انهم يغنو مهرجانات ومش ألومهم عشان المهرجانات دي مش محتاجه صوت حلو عشان مش فن اصلا والي بيسمعوهم عارفين كده فعادي انو يكون طموحه يطلع مغني مهرجانات بس يكون بيعرف يقول يامزه يافرسه ويكون بيعرف يعوم عشان لما بشقلطوه في بحر بيره وتكون بتعرف ترقص كويس عشان لما تعمل قناه تجيب مشاهدات وهيه بترقص علي مهرجانات عشان تجيب مصاريفها زي مابيقولو عنها في المهرجانات",Vf6H7PSxjFg,2020-02-17T11:27:49.000Z,none,0
